name,Batch-B-01,Batch-B-02,Batch-B-03,Batch-B-04,Batch-B-05,Batch-B-06,Batch-B-07,Batch-B-08,Batch-B-09,Batch-B-10,Batch-B-11,Batch-B-12,Batch-B-13,Batch-B-14,Batch-B-15,mz,rt
B_131,317.9221997,3326.557496,950.0397219,630.249196,402.166364,6328.980917,1508.460678,2630.233567,6163.169249,1533.225616,2878.322574,449.8391846,910.9755381,428.1374057,4392.403893,220.1219205,50.07699938
B_132,1486.057819,3262.922571,4342.028187,3016.148376,2481.230455,5262.660823,2010.43963,1531.888737,1827.414015,794.1777566,3116.527524,3702.393284,1079.734372,2042.514194,769.0933907,221.1556001,301.1500011
B_133,3036.120118,2291.929803,15144.22003,3838.918122,4880.619539,467.1075284,11802.93078,2059.291857,1821.086297,1514.766287,4520.309048,929.5445655,2118.546068,7211.477046,1435.116903,222.0787023,80.92200181
B_134,485.7208752,1472.870091,1457.860172,1324.08624,2207.502871,2274.088494,756.7828196,645.9894719,936.4885733,663.5101996,693.3295216,492.518279,623.2874696,633.3883565,738.4280254,222.1117902,293.5774931
B_135,2079.696011,3983.558854,8621.759197,4284.774549,4414.672426,8866.151104,3226.804545,2828.684329,2941.813765,1928.776373,6703.547578,2733.645275,2042.003485,2087.091109,2191.554207,223.1530653,307.805
B_136,2459.781434,1686.436107,3101.170728,958.9844019,4244.472853,3220.415523,4915.362021,1077.732607,2488.094189,2409.65048,1905.357833,1019.200481,1567.489187,1531.128635,3681.907886,223.9890521,22.56299984
B_137,1994.065388,3062.526423,3179.445823,2528.777365,2743.494176,3835.605181,470.6133615,871.0369523,2114.658274,268.591441,949.1798089,2564.142817,1292.844932,2276.660952,345.1458746,224.1314264,313.7845069
B_138,950.601467,607.6994507,1459.184984,833.3195155,1657.287231,1118.529783,1820.962808,660.9603479,1270.393407,1111.673521,743.6780354,997.1807447,1068.525086,429.0436727,1341.457925,224.9745596,23.83199972
B_139,919.3495548,813.2293939,1832.840506,1326.667187,404.4979947,926.6900921,946.8709463,333.7940061,543.9808832,184.4956652,832.7745409,609.3139314,276.8537049,469.1018619,171.5863976,225.1842588,328.2579984
B_140,6515.476283,20595.57257,22040.70281,14424.75671,13335.16434,26927.45562,6668.430992,6792.770134,11842.80933,3271.889713,16035.57444,15660.43545,6243.15858,10712.59298,4402.909969,225.1103128,210.1474983
B_141,567.3009533,633.5136895,687.5802224,413.1729339,568.060023,636.6970467,764.1859961,668.6656799,596.1677276,629.5909847,434.9756784,225.0785046,280.7613853,257.5417744,402.8980707,225.9088653,575.3830084
B_142,1703.640005,5020.128616,6352.050019,3339.892142,3429.755718,4005.190661,1427.056412,1377.731934,3600.103358,1427.434564,4774.119519,2577.35266,1502.948419,1971.03781,962.2514361,226.1076402,214.9125001
B_143,2081.45617,4319.966591,6353.534046,4037.878638,2184.957979,4676.556313,5169.742219,3132.075784,2113.936083,2068.509724,5046.034402,1941.098846,1456.697005,6930.281673,1714.230534,227.1033657,118.8089983
B_144,813.1062964,985.9211493,1393.029364,3988.88004,2199.956484,1305.747876,1668.903746,692.3176429,1103.385221,414.5350379,1605.291241,939.8217591,594.0509652,1195.978118,611.166231,228.0851463,37.57000046
B_145,1872.951967,2204.136869,2034.628076,3614.178223,2361.912316,2429.522237,1836.959093,1969.951975,1642.136627,2223.092452,3165.290034,4076.268333,2086.767141,3328.843619,2124.824993,230.8896862,573.9700008
B_146,762.2342625,839.3520148,961.0151416,1018.87713,1008.891651,932.4860884,834.3132393,1002.229183,852.4647101,714.509782,1074.776416,1202.127329,923.3224464,1241.482997,902.920403,233.1898835,433.2339985
B_147,7698.830409,5922.505711,7318.733426,8521.856662,6364.416726,4459.673223,6849.0443,3820.641166,4562.37298,3124.291223,411.3416178,5244.378562,753.1721319,241.5427322,1873.460546,236.9998484,41.32250019
B_148,5270.794162,1629.528767,4683.978743,5303.149592,1796.480087,10418.86587,9112.49251,4740.268998,3281.667832,577.8775024,3236.659817,486.514898,1840.306133,9022.252118,1240.119732,237.0758732,213.5329995
B_149,1354.018225,5556.52637,5986.934271,3037.470105,8516.721226,7682.463924,4741.844083,3518.711697,2489.164286,916.0415961,3962.49938,1949.485634,568.0075648,1240.538978,1576.082754,237.1220642,135.4590018
B_150,477.2085319,1505.484173,5866.137746,1854.507734,1748.267217,2203.230234,1697.462848,1013.349454,585.9318467,665.7631937,1266.589622,526.5870272,458.6381193,806.0877927,399.8074018,238.1047945,136.1329993
B_151,675.1396913,1806.863224,2602.966225,1838.129025,2036.172591,2832.7973,1308.007455,1135.394919,1102.626358,482.3395257,2031.598289,1266.88255,654.1641785,1965.319267,359.1304757,239.1658904,300.6270084
B_152,17173.22351,22627.76613,38315.00927,37846.17755,24222.79992,40576.59637,43892.25159,17879.18571,22453.69138,10367.93529,43387.82032,20231.50799,17252.27368,28732.05766,6769.350114,241.1557579,54.99850094
B_153,1232.482427,1411.433003,2165.454599,1283.088933,1407.946183,1414.392318,1381.884824,1174.995417,1237.328425,1152.526997,1476.732766,505.2282763,1120.614609,860.6073773,1175.681526,241.8884577,576.0724937
B_154,4792.321992,7316.832004,117371.0192,8330.260753,62607.96596,9061.713157,33560.0233,2952.68357,3519.137607,4074.076936,3532.470198,3687.652026,2247.058517,3190.300057,13507.19386,242.0997727,121.9545007
B_155,926.1446786,1023.838778,1244.48587,4490.425327,1484.038198,1779.977048,1139.363273,928.9471246,1063.751376,1190.691342,925.8977206,645.7427495,697.8131664,619.1590162,1092.661874,242.9788786,23.91950035
B_156,1346.96621,1084.149662,987.966264,1753.010958,1801.936224,999.0937303,1024.284134,1122.259118,1821.430235,1241.254753,1795.473854,3841.7948,2477.129413,3015.393526,2535.171906,243.9309344,568.623994
B_157,532.1107226,659.9551185,900.491868,1324.66546,988.3177961,937.3741038,851.8197417,717.7942777,831.3299272,483.5151982,906.2750148,1175.199495,644.2846025,726.4416855,498.9373604,244.0549989,28.05149949
B_158,10313.94061,29089.14027,44440.49649,17366.74293,25250.83942,40668.8033,29454.62706,14566.18152,29226.73512,7862.623683,4498.967514,44718.35424,2722.564344,23620.12087,1768.19005,246.169184,173.6834966
B_159,636.1937192,946.0823434,833.7325454,1272.225708,973.0594438,793.3933883,1172.562274,1926.363882,2932.844615,535.5370535,2084.703732,779.3141698,666.1527423,2289.748477,1886.33549,246.0882639,31.28550084
B_160,4862.754259,7602.582928,15960.68681,705.3643226,9075.03557,11173.73843,7633.72842,4052.179004,4353.589958,2746.229219,4583.064839,7895.515421,1393.310129,11420.85292,404.3449594,247.1277838,98.89199792
B_161,1411.827025,2340.831084,4355.823337,4283.029845,1887.818349,4683.002657,4500.093984,3427.861694,2616.809709,1385.307073,4419.572215,2576.307348,1157.611731,591.4613943,923.8491131,249.0847233,118.5650035
B_162,677.1434963,4838.611589,2120.975136,1337.044711,954.4682713,1309.267044,1188.267909,853.3212232,1110.035504,244.6263907,1005.311578,790.8562407,1224.266793,1464.572146,390.6499489,249.1758469,322.7579869
B_163,3563.84823,6301.704241,6079.346212,4993.237698,9178.312191,7755.961448,2519.305928,3883.801537,6886.408401,2445.632609,3571.498974,2983.755981,1728.943926,4943.974222,942.4437853,249.0974809,285.7370013
B_164,878.3969568,2066.947538,3588.242937,1738.201976,1752.891848,2010.053372,1098.691082,995.5954766,1531.369733,1018.666517,1520.507226,1544.974896,443.2375782,722.2017114,1351.488363,250.0918972,108.499001
B_165,2917.490046,4395.506411,2746.773666,2118.850579,3779.076824,2022.165886,1158.773796,1309.225958,880.7985116,849.2792855,497.0935884,722.8301433,456.1384318,531.1786846,1627.614496,252.9742705,39.31799961
B_166,2215.079092,4195.757709,4441.434855,4332.407386,4335.886636,5910.686006,5848.854634,2197.888894,1568.967674,1239.486692,3764.738655,2046.697635,1154.067756,2184.819022,628.8369576,255.1140889,137.3199994
B_167,2360.492655,4584.233277,9701.432201,4220.159736,4362.855747,7525.68028,7636.524354,2812.97635,2942.063231,1171.512497,10595.05967,4793.921668,1669.541932,1525.721046,276.1786491,255.2013432,342.6379986
B_168,2802.042006,2498.259495,8989.182336,6542.399383,1917.124486,3252.354429,10169.34183,1633.791941,2260.858343,1084.699013,7020.730498,2184.606959,1991.649744,5149.720934,2023.703121,257.1141355,79.98499952
B_169,1075.204307,1745.782143,9864.603553,2782.301029,1279.983659,2472.612453,1447.655238,975.3168343,2247.882141,760.7753518,1541.448933,747.1853891,302.6143027,2933.521355,86.26119251,258.1707737,194.442998
B_170,1476.378819,1805.742563,1532.32696,7498.518647,4945.561041,1719.309619,5193.962662,4043.90367,2585.238965,1385.763981,1968.339627,3364.869579,814.5776279,3098.505901,1594.653955,259.0662242,162.2780034
B_171,471.8165636,1158.687627,1731.71563,678.3641264,798.7123378,1384.751554,445.0405402,1152.990129,582.6337084,123.6981772,487.0134718,1410.48288,876.6530497,808.166263,151.5852626,259.1752226,348.4164996
B_172,352.6670213,352.1828765,581.0981821,556.7972073,393.3895043,369.2371124,237.2846001,369.4263133,227.3138715,348.0702667,455.0076926,580.0554893,345.0353935,584.4038224,376.1398246,259.8960636,576.336996
B_173,4384.339823,6455.757136,20483.24672,7127.82609,14906.85293,5632.992332,2322.002314,2906.583879,842.6359257,830.6839583,5380.632847,16407.40074,3748.005981,5578.30829,261.6503387,260.1499706,79.14549837
B_174,439.425176,387.014513,460.8842082,597.5364944,509.4708365,474.7310792,418.3559259,460.110095,502.3103085,457.3051608,466.3863993,602.8976885,569.8257852,781.5291464,575.7158848,261.8895979,575.2539935
B_175,4157.126163,4293.692941,8282.801464,10113.9929,5261.805074,10292.5772,10461.97585,3969.484886,6745.557363,2983.977149,8699.663271,3823.517568,4089.27794,6789.861309,1736.516978,262.0948509,52.10000093
B_176,3339.074357,6078.568795,13620.30318,2760.037388,7110.43845,7819.921303,6994.268927,3459.277979,5372.979001,1559.836594,6544.87183,6926.892624,2935.542704,4731.55372,2670.536779,263.1235894,188.2464973
B_177,5848.171211,9893.047851,21456.79957,15511.91191,8711.394649,12368.48253,9051.2866,5593.006434,9271.898935,2557.729982,11636.46241,6463.511143,2935.336517,19241.80695,2552.809646,267.12153,288.840001
B_178,6182.868413,1069.081405,7338.455537,13684.06811,5296.700413,7670.738134,7225.651016,5180.540149,5605.643879,1703.833121,3655.617371,3119.225034,1772.741612,4222.161865,1308.356616,267.094513,251.1420139
B_179,2642.010116,4904.422257,6142.260368,8245.924859,4503.976816,4299.417632,4769.340658,3878.68186,2389.286599,2570.614286,760.74711,3916.17013,2133.252595,2173.920131,1804.234476,269.1016363,34.80899966
B_180,1004.125488,799.8475353,686.4163707,1123.604713,946.5701183,873.0522079,956.532276,847.3884805,903.0281426,1248.729347,1077.540023,1258.815465,1276.75461,1470.837365,1263.278687,271.9178426,573.7555087
B_181,3509.116515,9171.661654,16889.16037,6533.902931,3830.726907,8570.449395,30384.31251,4391.272011,7919.493146,2319.305405,2367.818415,1882.125529,1179.650976,7500.852476,489.2327769,272.1829461,232.2145004
B_182,1460.913704,2767.521673,5121.450987,2483.176402,3939.767015,5830.239101,7008.313576,2256.117796,3268.460389,1222.179954,8185.759121,3396.369395,2469.945297,1300.608733,742.4724879,273.2160422,342.9214887
B_183,456.9549631,4302.588297,4330.727863,1413.704237,880.2255589,2600.485534,1713.715209,3537.812491,1684.49577,1086.89776,725.5333392,675.2663045,419.1661227,1176.365529,521.2798166,274.0723618,191.6310025
B_184,1855.805993,708.9167073,11641.30594,1758.385308,3692.199036,8570.507319,4080.891674,3477.035623,3442.848454,613.9484798,3405.164827,1916.483096,4045.424835,4736.696127,1121.172298,274.1863569,338.4515057
B_185,2291.4197,16138.07094,11630.88686,5492.346599,2615.674848,6835.311332,5564.289203,2858.280242,5874.551758,1271.789064,1728.718099,4731.253275,1621.628597,5730.822048,334.243184,274.2005432,271.2359972
B_186,798.2761346,896.8480387,919.2081335,999.1419159,1046.548754,930.6761236,682.3169439,791.2583199,885.5839037,909.4191243,1057.961403,1375.862976,896.3235588,1322.583161,956.743558,277.8804283,579.4439824
B_187,311.1105601,291.9620179,321.547343,395.180232,355.2771899,332.2307155,254.0021971,283.4962936,309.0096468,298.5399697,392.125115,727.661646,435.0861867,695.4965393,462.4057364,279.8714488,575.3860067
B_188,4321.538204,4212.680726,7126.593999,10198.34677,3381.367342,5594.05823,8200.17157,4128.274681,4488.980902,1993.273773,6067.285384,3363.464459,4452.918549,8865.662807,2653.877406,282.1216196,38.9010008
B_189,1249.390586,923.556829,3895.676684,1785.638004,1394.838018,2428.86699,2336.055562,1227.538174,1770.979721,616.1068778,2532.31592,1849.561248,376.6243081,2018.893431,342.0094252,282.1085511,160.5059966
B_190,3136.847852,6583.155121,11816.69716,9527.419697,9243.362004,10764.33319,7940.942863,8365.607709,6188.939818,1921.473977,6268.614053,3494.851246,1561.011547,12286.78765,1576.009555,283.1182835,208.6959993
B_191,2181.726795,1316.549965,3298.551158,7569.323963,1820.387479,4113.52982,4179.540766,2036.355259,4439.663878,1730.473875,4014.134251,2560.35913,1135.139092,1575.593408,1194.350918,284.0223318,56.8034997
B_192,626.012369,1050.587092,2932.438108,2800.813089,892.4870828,1615.241376,5232.967462,1735.630637,1633.97198,475.895274,1607.284469,664.6502579,996.9547511,1598.201287,287.1585296,285.1852446,306.807002
B_193,1894.863182,2006.816262,2480.049291,2150.04613,2180.436441,2190.584382,3436.603682,2800.873847,1385.307152,2451.416469,2492.036228,547.3260357,1142.283761,716.891686,673.1592555,288.9243434,570.960985
B_194,1468.640865,7465.438462,11850.28931,6278.070545,7142.70249,6054.093637,4587.582935,3578.26147,1426.765701,993.4938492,2776.41575,3035.508256,443.9665709,732.2230925,934.4608057,289.1105955,246.0419937
B_195,365.5767155,289.711665,324.3560309,560.1589436,422.0964562,258.4142611,379.6890349,350.4772076,249.083383,419.6511258,410.7613888,567.853602,488.282777,591.3095437,451.9645576,289.8953723,573.2769989
B_196,893.946322,1991.949932,3813.169879,6978.728607,2700.318011,5333.1089,3616.838358,1170.858818,622.7111379,705.1997027,1211.561024,7216.476788,3281.329948,1364.570964,389.1713171,290.1251596,310.114994
B_197,476.7885971,461.9831714,605.3548295,574.1328216,612.657458,612.4778839,352.6755829,297.2078199,474.6467922,261.6591601,268.3697173,585.2684178,303.2121682,368.5067009,627.5729748,290.9616211,34.98900035
B_198,1204.139644,6557.516982,4131.418718,3745.045766,2037.709697,2945.560624,1896.313053,1468.303656,2707.219754,779.5459365,2675.151823,991.7020166,1111.801471,3525.049046,442.0421327,291.128934,235.4114983
B_199,2515.08207,3315.238435,5294.732094,3597.989179,3029.774909,4411.161995,2069.341086,1615.775304,4460.872746,825.0561048,2349.016476,3233.375042,2714.872076,3968.53138,1624.229826,291.122088,310.988
B_200,622.2040506,545.6722402,694.2164246,645.4737661,597.0240495,542.9953698,441.28233,562.2869019,493.214488,631.9154198,554.9876054,724.1228972,482.8131993,533.6596992,532.7924472,293.8592057,579.9950038
B_201,576.9165364,1670.798813,2355.115147,2147.142968,1768.111918,1233.899638,578.0680617,609.1144028,920.7519862,619.6320772,762.3673259,1357.916253,562.647168,921.6675274,188.0797967,296.1394915,322.9319875
B_202,1382.124423,1530.843117,424.4730428,1001.717255,1413.90602,1675.873042,1239.245399,1350.729757,1536.512401,1331.448623,1046.875243,180.932581,535.6524746,362.1424125,588.3629585,296.2952517,556.0300179
B_203,1715.895,8094.055862,6188.543379,4051.040622,9126.780954,7801.522501,2995.796323,1696.014894,2584.398967,607.5342613,4469.897026,2942.029794,1128.442871,2917.26653,612.6538451,297.1718412,298.4129887
B_204,1802.077302,1576.702104,3056.077883,2285.408782,1249.56187,1544.857011,5560.372514,905.5063473,2788.304724,1576.296064,1951.331059,1382.668462,1112.438141,3062.088516,815.5088802,298.1024206,105.1450009
B_205,914.4088173,2306.178173,4395.181324,2578.319362,2100.829841,3224.377407,2059.943634,1195.836478,1746.79637,454.2522982,1553.091552,1531.562112,1134.437383,2189.47409,239.8160758,298.1981749,297.989996
B_206,1474.829027,1559.431334,764.2636498,2520.759479,1686.964729,1801.183782,1050.609955,1506.204114,1783.463544,1367.115279,605.8187972,616.2299814,577.4358279,870.985528,582.7501014,298.3471747,418.8880129
B_207,372.7858124,370.3922219,45.45143857,615.6423029,422.5350844,466.6203666,273.3133175,368.7002274,437.3857654,366.6740298,183.688738,139.1003933,44.1192564,240.2384849,173.0300419,299.3495987,416.2820091
B_208,21046.66524,27539.9228,91081.48273,51334.36381,26528.93418,57359.77283,35850.47596,22327.17429,25757.34616,5992.959573,40060.74022,41312.74236,26302.09006,53009.23508,2578.75133,300.2174292,308.9679999
B_209,4987.9603,6072.257769,5223.301565,4705.088505,5325.864798,6159.975776,7315.97808,8897.030567,5687.124255,4682.93488,5058.56772,3064.061143,3704.057118,3585.226046,4034.031339,301.1411674,440.72601
B_210,4878.818171,7340.222096,20403.54029,11175.64573,6695.706589,14213.76384,8948.878366,6020.901547,5909.228881,1785.228963,10130.91899,9339.520364,5913.427755,11584.48055,615.683558,301.2186152,308.9364999
B_211,967.1296524,1174.637,1080.029935,954.3744362,1027.836652,1092.727677,1484.1831,1805.929292,1103.486554,948.2210378,943.835954,559.6299997,720.480259,684.0715017,817.4310039,302.1414422,440.6179955
B_212,2417.595498,3524.137647,3462.955873,3037.079195,3668.961982,3467.913363,2898.283703,3535.748696,2907.034254,2347.3395,2957.26698,2563.528909,1482.611578,2562.594883,1586.177981,304.3004968,404.5039929
B_213,2956.004715,7831.013994,12338.21493,6056.271275,4899.059497,10797.36531,9955.100686,4706.994554,6566.886725,1678.581648,1651.630741,7520.993795,1958.61991,7541.697563,253.4239128,304.2112679,245.9944967
B_214,681.2289243,944.7138353,927.8464226,846.556351,937.1580409,912.0623193,744.8074002,946.5446149,823.3984658,637.8979922,863.567251,738.703769,57.19180886,763.1427321,469.3215662,305.3022718,404.2830001
B_215,130.1300112,286.6070229,3340.854045,742.7571055,633.8473521,1952.71213,3538.611636,133.2435381,106.7730377,349.10261,25480.92678,235.9893131,12199.31829,194.2233031,1156.030339,306.1569602,169.674
B_216,765.4299717,588.9710716,917.9549422,1574.793821,1012.00336,1069.638309,1623.792796,698.5418748,703.4133738,416.3948645,953.5335936,815.7447009,326.0767213,611.4271371,625.4708781,312.8919018,25.09399994
B_217,19820.23403,32334.28329,125206.3688,40555.56697,19151.32207,62162.5638,54583.77472,29817.69022,52035.5164,5519.368382,31277.36525,40510.06116,19349.72948,36451.68827,1233.635394,314.2331058,329.4750099
B_218,711.7163346,1531.373604,4952.095782,2192.767728,1005.499528,3222.951227,3252.39555,1504.435213,1947.030378,333.9381884,3336.582729,1872.902207,1314.010536,1480.970077,180.7934435,317.2447963,338.0024969
B_219,724.2578328,1656.91437,3952.229195,1234.807651,2512.897232,445.5892394,391.5715297,283.012626,678.5690935,121.2422422,639.8429966,626.1878739,1028.68519,703.4889057,267.3205658,318.1945293,327.961998
B_220,282.18921,481.0821151,2448.638613,1406.299146,1292.541852,3565.164659,5582.264792,456.0119214,527.058845,4275.91893,30897.41876,423.0980954,16979.9726,3017.022215,1080.15003,320.1279416,167.971999
B_221,1555.865023,2440.977791,2388.988913,2432.313064,3766.491258,2469.748648,6463.940361,1437.330914,2003.16973,1241.548774,3023.62515,1896.13789,2623.294171,7938.222605,1306.726362,326.1378244,119.5524987
B_222,424.1328056,578.6812059,524.8714718,336.7681452,387.4250987,617.8141379,527.5118778,574.115224,474.1228558,434.8865832,300.2764498,273.0696354,142.1647033,275.189101,297.3543945,326.3773397,438.2389953
B_223,7272.41218,8851.340954,21474.76189,12804.79587,13783.41413,21298.02101,15349.1786,10232.00409,8670.582315,7167.328337,20879.98747,9487.038381,933.8168003,4995.158749,2428.682334,327.0720317,129.553998
B_224,2401.87371,2842.495809,11511.11979,5533.733989,5262.522959,1455.218883,2332.923047,1242.575825,1656.199301,150.5595448,1583.258901,1194.039626,1108.328,1637.14621,1287.323017,327.1870086,317.0909992
B_225,1246.632448,654.85496,3794.358675,3007.54193,2885.418395,3388.520025,2572.735767,1697.227803,1917.083005,1067.864764,2615.379484,1715.193871,296.6225001,1165.439686,365.031712,328.0687854,131.0990034
B_226,10398.58897,15996.3836,53776.7547,29361.25018,15138.07236,40680.69133,30329.71139,11867.86007,16976.37028,4294.145405,15250.82721,55447.13095,10042.51785,28284.14395,2002.718268,330.2278634,295.466987
B_227,4354.580129,6621.515254,9067.154784,5304.832163,6020.276511,10219.02152,8517.932603,5274.222306,8796.933639,2571.566134,6072.063094,7598.544755,3228.497733,6791.2079,2503.704399,332.2122824,304.9790019
B_228,3042.011966,3972.427091,3674.299399,3093.031252,3658.734162,3911.156463,3577.672153,5709.985415,3560.913403,3211.337554,2983.383482,1235.441034,2238.840909,1778.911972,2507.053251,332.3319489,429.4539969
B_229,2062.324673,5291.444897,20606.52155,5527.26247,2422.62657,6570.2527,13382.60762,1011.350489,2190.529498,50626.77813,92467.97802,827.7921237,77056.11946,3593.794145,626.8670532,333.1050368,171.1439996
B_230,875.841364,1157.435173,1022.332722,908.5191981,1034.415977,1165.634838,1010.429266,1635.220343,985.3180266,910.1101526,835.3109444,312.6906717,145.1932535,548.0038842,756.6901326,333.3326534,428.9629933
B_231,1212.969944,451.517919,1708.254696,430.5382502,520.2436555,627.9311855,703.5400248,611.4058828,699.8145668,523.2600444,334.5001052,538.2344683,194.3182816,117.9642473,262.5513868,334.9548885,36.28200071
B_232,1724.696602,3140.234083,6486.79297,2916.262674,2111.011251,5589.459918,7755.444739,1626.448025,1612.45464,189.557091,515.2052577,1736.787517,1589.982872,1835.491092,143.6347574,340.2488352,345.0900071
B_233,658.820235,959.7757894,405.6040455,1564.419038,525.9114906,445.8009624,1425.09254,462.5734502,396.3450124,497.5208038,2140.159403,657.5505331,317.139142,316.3734463,389.2439838,341.0365122,40.45999957
B_234,95.1704143,566.3156298,2614.171665,1486.640513,458.1836054,463.1718432,5205.285573,969.2174792,1045.902377,329.2301399,578.171876,1987.230139,115.5260014,273.7642232,619.985045,341.042891,110.1860035
B_235,3470.333885,2584.05922,9653.695251,9621.640441,5791.62932,4817.952429,4612.835314,3548.583756,3529.116221,1983.86564,5493.499925,3968.31011,1173.009693,1640.411297,2220.969806,344.0605504,51.28900172
B_236,175.2886932,2175.206614,1037.521964,3140.607063,761.1196637,1394.047556,431.3341657,848.6079593,723.6994928,217.145495,2273.611061,907.9412898,1838.389183,441.0920483,143.7481364,352.1383145,162.0219959
B_237,8442.894777,6325.565307,31551.65368,7696.382665,8003.573489,11897.4268,8932.415456,5021.14353,4315.617267,3023.591269,7322.31537,6916.441108,3372.550115,11524.94545,581.7842292,356.2407917,326.6449908
B_238,1145.831723,941.079665,1213.901842,1147.151497,840.6128235,703.2186416,577.8300568,724.5375665,1053.701327,830.7358699,411.4517504,899.6571923,262.7622938,248.1808938,264.0279237,356.9525888,37.3164988
B_239,2415.675603,2700.605154,1182.370709,1816.985056,845.9246093,1113.573508,2052.573458,2108.023826,562.720916,191.9971859,1995.102438,1296.492981,1177.904223,831.5362637,489.7837372,357.1034546,118.9420024
B_240,21794.48223,22233.2468,107594.7048,18622.55929,26973.25881,21683.21442,23252.15807,9998.519545,7066.017233,1940.807787,18227.68823,11382.09061,5569.644196,16249.3956,1253.422404,358.2604942,335.5695037
B_241,5353.037727,6181.669431,27026.67783,4871.133992,6071.443144,5658.499396,6208.508813,2499.598544,2048.725216,610.6386487,4428.369912,3316.553646,1516.642322,6123.807878,446.4496985,359.2623433,335.6319863
B_242,1761.763036,1114.617518,6389.613124,2118.386417,1714.184091,2361.491124,4197.495899,2036.883019,3355.524756,231.1464983,1948.047975,2071.733891,714.1850784,2558.140228,205.0066642,360.2663883,333.286499
B_243,460.7419131,602.7400289,572.3883339,501.8124843,607.0737337,655.0423286,575.7645877,737.6757458,545.0661598,449.5681542,465.8702083,407.1305538,351.0334324,339.442712,445.7086783,360.3635558,452.4384947
B_244,1743.245389,1104.814835,2805.91528,1192.368977,1934.798842,2549.721007,5681.824231,785.7212212,1141.16039,419.9778999,1223.887218,1695.867402,609.2599913,1056.724789,264.3610202,362.0985449,152.3169947
B_245,571.4808231,1941.774893,3871.027566,1567.5527,5958.006506,3385.696577,3437.8897,422.9911797,3302.149033,850.8695528,1655.439638,2366.819082,617.0552428,1682.361893,1459.316954,368.1385884,317.7929938
B_246,3197.314623,6073.879905,10924.49076,6002.185585,11539.71764,3724.375634,1734.576785,2901.841475,1618.800683,3450.309898,5562.980615,3604.311529,628.4746148,4135.188998,2290.980546,371.1668134,285.6095036
B_247,924.9614282,1175.7296,954.5539894,408.3410763,949.3165496,676.8535772,329.3904097,584.0723857,445.8114102,498.3784862,262.6831142,282.7429371,179.9702335,319.1950359,292.8705935,372.9081469,35.20299969
B_248,507.9964027,885.8364371,1632.16547,947.5756057,1305.359822,1447.441582,1398.408408,847.3091428,530.742586,632.2989869,1114.238415,755.6147637,486.2677788,1529.717546,216.6649866,376.2435077,284.4829962
B_249,53.62686784,731.4679618,585.2053811,694.8567722,2170.605309,3568.67487,1893.384497,3160.280381,114.8380733,89.205051,355.8897833,85.15332379,53.14311296,80.48986163,61.89422985,377.028695,108.642998
B_250,1294.159611,1501.897427,648.500825,1095.20892,454.5440884,361.7282068,959.0512646,1516.493989,349.9566087,197.4333105,1274.27746,956.8031091,517.9322294,562.2286928,2038.904059,379.0880876,118.0890024
B_251,477.2937411,468.7442816,213.0825043,783.8896513,681.8945383,456.2115665,381.2307664,458.2818475,677.0777148,469.5047536,691.7955968,1498.006077,704.2001727,1125.14859,935.3193921,379.9124132,565.6100284
B_252,2046.205534,1438.839686,3840.18964,983.3652642,3741.949725,1923.407863,1083.609763,774.8577266,1350.348076,297.5060651,919.9229984,2243.340893,532.9595027,560.2519578,191.0159803,380.212534,335.6330051
B_253,658.5355558,1181.353532,2937.05425,1302.618609,1868.056261,1465.26161,789.0559181,614.3235075,460.5140887,597.1531802,748.2138261,785.885929,1077.276455,640.2012676,507.0541099,382.1091121,172.5050051
B_254,3792.446161,5492.095752,9898.531069,3779.658296,4108.372752,9570.263014,3721.356449,1396.758096,5360.847515,1909.221886,4782.062061,2670.184628,1798.281877,4888.931606,1781.069071,383.1315698,231.6160042
B_255,921.025514,964.1304103,4762.090405,632.8565427,578.9928293,1926.072074,1660.151447,501.6092775,457.0701416,97.37520954,532.106914,1989.884604,333.2532097,972.8126403,107.607446,384.2778007,347.3374999
B_256,256.0957749,343.1648454,502.8371183,333.9517369,1023.784691,531.5632269,593.3301756,223.4897019,276.0772531,413.2030934,302.6335856,227.3551922,257.9919375,192.1187856,433.0924654,384.8712775,24.27500019
B_257,338.5902162,256.849128,608.3981017,448.9306891,466.0006139,448.3532441,411.3948339,326.484201,635.8698899,448.2050819,481.0950777,288.6146061,300.0098392,148.0539908,269.610265,386.9749828,31.0849997
B_258,277.9321557,362.0583355,590.2388339,603.7418342,468.8864357,1114.759315,503.1028747,687.7923298,2553.569541,672.0195563,2222.666394,623.4891955,848.3654313,816.3164229,959.0733214,390.0682271,216.2749987
B_259,528.5665903,3039.995775,958.7430393,2807.268058,2069.19276,5136.607935,910.3740048,4953.974195,370.275243,886.8269993,329.9220552,910.9787394,806.4190455,606.4497316,1336.782708,391.1029792,210.1220058
B_260,454.3710568,321.8126383,240.3287996,303.8600405,444.8589562,387.2234356,461.5953728,278.7767362,516.9471756,402.1638316,382.0776111,280.7245949,443.1010136,415.5435768,463.5689827,391.2898948,530.1949988
B_261,245.4845504,3455.753131,310.9571414,701.0306452,754.0416993,1264.909202,1351.345667,972.5344859,298.6830767,204.5627013,221.7000734,463.5025577,363.6875549,548.0772356,573.0955247,392.1235025,212.0369984
